Idx,AMD,NVDA,PLTR,TSLA,^GSPC
1,170.89999389648438,124.88418579101562,40.0099983215332,250.0800018310547,5751.06982421875
2,170.97000122070312,127.68339538574219,38.88999938964844,240.8300018310547,5695.93994140625
3,172.8000030517578,132.85189819335938,41.45000076293945,244.5,5751.1298828125
4,171.02000427246094,132.61196899414062,43.130001068115234,241.0500030517578,5792.0400390625
5,164.17999267578125,134.7713623046875,43.52000045776367,238.77000427246094,5780.0498046875
6,167.88999938964844,134.76136779785156,43.5099983215332,217.8000030517578,5815.02978515625
7,165.27000427246094,138.0304412841797,43.400001525878906,219.16000366210938,5859.85009765625
8,156.63999938964844,131.56228637695312,42.43000030517578,219.57000732421875,5815.259765625
9,156.1300048828125,135.68109130859375,41.93000030517578,221.3300018310547,5842.47021484375
10,156.25,136.8907470703125,42.0,220.88999938964844,5841.47021484375
11,155.97000122070312,137.96043395996094,42.970001220703125,220.6999969482422,5864.669921875
12,157.89999389648438,143.66880798339844,42.70000076293945,218.85000610351562,5853.97998046875
13,154.08999633789062,143.54885864257812,42.939998626708984,217.97000122070312,5851.2001953125
14,152.91000366210938,139.51998901367188,42.59000015258789,213.64999389648438,5797.419921875
15,153.44000244140625,140.3697509765625,43.560001373291016,260.4800109863281,5809.85986328125
16,156.22999572753906,141.49942016601562,44.86000061035156,269.19000244140625,5808.1201171875
17,159.9199981689453,140.47972106933594,44.970001220703125,262.510009765625,5823.52001953125
18,166.25,141.20950317382812,44.93000030517578,259.5199890136719,5832.919921875
19,148.60000610351562,139.300048828125,43.689998626708984,257.54998779296875,5813.669921875
20,144.07000732421875,132.72195434570312,41.560001373291016,249.85000610351562,5705.4501953125
21,141.86000061035156,135.36119079589844,41.91999816894531,248.97999572753906,5728.7998046875
22,140.7100067138672,136.01100158691406,41.40999984741211,242.83999633789062,5712.68994140625
23,141.66000366210938,139.86988830566406,51.130001068115234,251.44000244140625,5782.759765625
24,145.10000610351562,145.5682373046875,55.529998779296875,288.5299987792969,5929.0400390625
25,149.82000732421875,148.83734130859375,55.880001068115234,296.9100036621094,5973.10009765625
26,147.9499969482422,147.58767700195312,58.38999938964844,321.2200012207031,5995.5400390625
27,147.35000610351562,145.21835327148438,60.2400016784668,350.0,6001.35009765625
28,143.6300048828125,148.24746704101562,59.849998474121094,328.489990234375,5983.990234375
29,139.3000030517578,146.2280731201172,60.70000076293945,330.239990234375,5985.3798828125
30,138.83999633789062,146.71792602539062,59.18000030517578,311.17999267578125,5949.169921875
31,134.89999389648438,141.9392852783203,65.7699966430664,320.7200012207031,5870.6201171875
32,138.92999267578125,140.10980224609375,61.2599983215332,338.739990234375,5893.6201171875
33,139.38999938964844,146.9678497314453,62.97999954223633,346.0,5916.97998046875
34,137.60000610351562,145.84817504882812,62.119998931884766,342.0299987792969,5917.10986328125
35,137.49000549316406,146.62796020507812,61.36000061035156,339.6400146484375,5948.7099609375
36,138.35000610351562,141.90931701660156,64.3499984741211,352.55999755859375,5969.33984375
37,141.1300048828125,135.9810028076172,64.6500015258789,338.5899963378906,5987.3701171875
38,137.72000122070312,136.88075256347656,65.73999786376953,338.2300109863281,6021.6298828125
39,136.24000549316406,135.3011932373047,66.05000305175781,332.8900146484375,5998.740234375
40,137.17999267578125,138.2103729248047,67.08000183105469,345.1600036621094,6032.3798828125
41,142.05999755859375,138.59027099609375,66.38999938964844,357.0899963378906,6047.14990234375
42,141.97999572753906,140.2198028564453,70.95999908447266,351.4200134277344,6049.8798828125
43,143.99000549316406,145.09840393066406,69.8499984741211,357.92999267578125,6086.490234375
44,141.36000061035156,145.02841186523438,71.87000274658203,369.489990234375,6075.10986328125
45,138.58999633789062,142.40899658203125,76.33999633789062,389.2200012207031,6090.27001953125
46,130.8699951171875,138.77975463867188,72.45999908447266,389.7900085449219,6052.85009765625
47,127.73999786376953,135.04058837890625,70.88999938964844,400.989990234375,6034.91015625
48,130.14999389648438,139.27964782714844,72.51000213623047,424.7699890136719,6084.18994140625
49,130.60000610351562,137.31008911132812,73.19999694824219,418.1000061035156,6051.25
50,126.91000366210938,134.22076416015625,76.06999969482422,436.2300109863281,6051.08984375
51,126.69000244140625,131.9712371826172,75.75,463.0199890136719,6074.080078125
52,125.0199966430664,130.36160278320312,74.38999938964844,479.8599853515625,6050.60986328125
53,121.41000366210938,128.88192749023438,71.51000213623047,440.1300048828125,5872.16015625
54,118.87999725341797,130.65151977539062,74.20999908447266,436.1700134277344,5867.080078125
55,119.20999908447266,134.670654296875,80.55000305175781,421.05999755859375,5930.85009765625
56,124.5999984741211,139.6395721435547,80.69000244140625,430.6000061035156,5974.06982421875
57,126.29000091552734,140.18946838378906,82.37999725341797,462.2799987792969,6040.0400390625
58,125.05999755859375,139.89952087402344,82.13999938964844,454.1300048828125,6037.58984375
59,125.19000244140625,136.9801483154297,79.08000183105469,431.6600036621094,5970.83984375
60,122.44000244140625,137.46005249023438,77.18000030517578,417.4100036621094,5906.93994140625
61,120.79000091552734,134.26075744628906,75.62999725341797,403.8399963378906,5881.6298828125
62,120.62999725341797,138.27987670898438,75.19000244140625,379.2799987792969,5868.5498046875
63,125.37000274658203,144.43853759765625,79.88999938964844,410.44000244140625,5942.47021484375
64,129.5500030517578,149.39744567871094,75.91999816894531,411.04998779296875,5975.3798828125
65,127.33000183105469,140.10946655273438,69.98999786376953,394.3599853515625,5909.02978515625
66,121.83999633789062,140.07948303222656,68.2300033569336,394.94000244140625,5918.25
67,116.04000091552734,135.8804168701172,67.26000213623047,394.739990234375,5827.0400390625
68,117.31999969482422,133.20098876953125,64.9800033569336,403.30999755859375,5836.22021484375
69,116.08999633789062,131.73129272460938,65.91000366210938,396.3599853515625,5842.91015625
70,119.95999908447266,136.21034240722656,68.13999938964844,428.2200012207031,5949.91015625
71,118.44000244140625,133.54090881347656,69.23999786376953,413.82000732421875,5937.33984375
72,121.45999908447266,137.6800079345703,71.7699966430664,426.5,5996.66015625
73,122.27999877929688,140.79933166503906,73.06999969482422,424.07000732421875,6049.240234375
74,123.75,147.03799438476562,76.87000274658203,415.1099853515625,6086.3701171875
75,123.04000091552734,147.1879425048828,78.9800033569336,412.3800048828125,6118.7099609375
76,122.83999633789062,142.58892822265625,78.9800033569336,406.5799865722656,6101.240234375
77,115.01000213623047,118.39421081542969,75.44000244140625,397.1499938964844,6012.27978515625
78,114.16999816894531,128.9619140625,80.2300033569336,398.0899963378906,6067.7001953125
79,117.3499984741211,123.67305755615234,79.76000213623047,389.1000061035156,6039.31005859375
80,118.86000061035156,124.62284851074219,81.22000122070312,400.2799987792969,6071.169921875
81,115.94999694824219,120.04385375976562,82.48999786376953,404.6000061035156,6040.52978515625
82,114.2699966430664,116.63459777832031,83.73999786376953,383.67999267578125,5994.56982421875
83,119.5,118.62416076660156,103.83000183105469,392.2099914550781,6037.8798828125
84,112.01000213623047,124.80281829833984,101.36000061035156,378.1700134277344,6061.47998046875
85,110.16000366210938,128.65196228027344,111.27999877929688,374.32000732421875,6083.56982421875
86,107.55999755859375,129.81170654296875,110.8499984741211,361.6199951171875,6025.990234375
87,110.4800033569336,133.54090881347656,116.6500015258789,350.7300109863281,6066.43994140625
88,111.0999984741211,132.77108764648438,112.62000274658203,328.5,6068.5
89,111.72000122070312,131.11143493652344,117.38999938964844,336.510009765625,6051.97021484375
90,111.80999755859375,135.26052856445312,117.91000366210938,355.94000244140625,6115.06982421875
91,113.0999984741211,138.81976318359375,119.16000366210938,355.8399963378906,6114.6298828125
92,114.27999877929688,139.36964416503906,124.62000274658203,354.1099853515625,6129.580078125
93,114.69000244140625,139.19967651367188,112.05999755859375,360.55999755859375,6144.14990234375
94,114.16999816894531,140.07948303222656,106.2699966430664,354.3999938964844,6117.52001953125
95,110.83999633789062,134.4007110595703,101.3499984741211,337.79998779296875,6013.1298828125
96,108.11000061035156,130.2516326904297,90.68000030517578,330.5299987792969,5983.25
97,103.95999908447266,126.6024169921875,87.83999633789062,302.79998779296875,5955.25
98,104.73999786376953,131.2514190673828,89.30999755859375,290.79998779296875,5956.06005859375
99,99.51000213623047,120.12383270263672,84.7699966430664,281.95001220703125,5861.56982421875
100,99.86000061035156,124.89279174804688,84.91999816894531,292.9800109863281,5954.5
101,98.2300033569336,114.03515625,83.41999816894531,284.6499938964844,5849.72021484375
102,100.75,115.96473693847656,84.4000015258789,272.0400085449219,5778.14990234375
103,101.66999816894531,117.27445220947266,90.12999725341797,279.1000061035156,5842.6298828125
104,98.8499984741211,110.5459213256836,80.45999908447266,263.45001220703125,5738.52001953125
105,100.30999755859375,112.66545867919922,84.91000366210938,262.6700134277344,5770.2001953125
106,96.62999725341797,106.95669555664062,76.37999725341797,222.14999389648438,5614.56005859375
107,96.76000213623047,108.73631286621094,78.05000305175781,230.5800018310547,5572.06982421875
108,100.79000091552734,115.7254409790039,83.6500015258789,248.08999633789062,5599.2998046875
109,98.11000061035156,115.56546020507812,79.62000274658203,240.67999267578125,5521.52001953125
110,100.97000122070312,121.65469360351562,86.23999786376953,249.97999572753906,5638.93994140625
111,104.58999633789062,119.51496124267578,87.3499984741211,238.00999450683594,5675.1201171875
112,103.51000213623047,115.41547393798828,83.88999938964844,225.30999755859375,5614.66015625
113,106.2300033569336,117.50521087646484,86.0999984741211,235.86000061035156,5675.2900390625
114,107.13999938964844,118.51508331298828,87.38999938964844,236.25999450683594,5662.89013671875
115,106.44000244140625,117.68518829345703,90.95999908447266,248.7100067138672,5667.56005859375
116,113.8499984741211,121.39472961425781,96.75,278.3900146484375,5767.56982421875
117,114.80999755859375,120.67481994628906,96.5,288.1400146484375,5776.64990234375
118,110.19000244140625,113.74568939208984,92.27999877929688,272.05999755859375,5712.2001953125
119,106.6500015258789,111.41598510742188,90.08999633789062,273.1300048828125,5693.31005859375
120,103.22000122070312,109.65620422363281,85.8499984741211,263.54998779296875,5580.93994140625
121,102.73999786376953,108.36636352539062,84.4000015258789,259.1600036621094,5611.85009765625
122,102.77999877929688,110.13613891601562,84.68000030517578,268.4599914550781,5633.06982421875
123,102.95999908447266,110.4061050415039,87.44999694824219,282.760009765625,5670.97021484375
124,93.80000305175781,101.78719329833984,83.5999984741211,267.2799987792969,5396.52001953125
125,85.76000213623047,94.29813385009766,74.01000213623047,239.42999267578125,5074.080078125
126,83.63999938964844,97.6277084350586,77.83999633789062,233.2899932861328,5062.25
127,78.20999908447266,96.28788757324219,77.31999969482422,221.86000061035156,4982.77001953125
128,96.83999633789062,114.31561279296875,92.01000213623047,272.20001220703125,5456.89990234375
129,88.69999694824219,107.55646514892578,88.58999633789062,252.39999389648438,5268.0498046875
130,93.4000015258789,110.9160385131836,88.55000305175781,252.30999755859375,5363.35986328125
131,94.5,110.6960678100586,92.62000274658203,252.35000610351562,5405.97021484375
132,95.29000091552734,112.18588256835938,98.4000015258789,254.11000061035156,5396.6298828125
133,88.29000091552734,104.47685241699219,92.70999908447266,241.5500030517578,5275.7001953125
134,87.5,101.47722625732422,93.77999877929688,241.3699951171875,5282.7001953125
135,85.55999755859375,96.89781188964844,90.80000305175781,227.5,5158.2001953125
136,86.26000213623047,98.87755584716797,93.98999786376953,237.97000122070312,5287.759765625
137,90.38999938964844,102.69707489013672,100.81999969482422,250.74000549316406,5375.85986328125
138,94.47000122070312,106.4166030883789,107.77999877929688,259.510009765625,5484.77001953125
139,96.6500015258789,110.99604034423828,112.77999877929688,284.95001220703125,5525.2099609375
140,96.38999938964844,108.71631622314453,114.6500015258789,285.8800048828125,5528.75
141,96.05999755859375,109.00627899169922,116.08000183105469,292.0299987792969,5560.830078125
142,97.3499984741211,108.90629577636719,118.44000244140625,282.1600036621094,5569.06005859375
143,96.6500015258789,111.59595489501953,116.19999694824219,280.5199890136719,5604.14013671875
144,98.80000305175781,114.485595703125,124.27999877929688,287.2099914550781,5686.669921875
145,100.58999633789062,113.80567932128906,123.7699966430664,280.260009765625,5650.3798828125
146,98.62000274658203,113.52571868896484,108.86000061035156,275.3500061035156,5606.91015625
147,100.36000061035156,117.04527282714844,110.4800033569336,276.2200012207031,5631.27978515625
148,101.69999694824219,117.35523986816406,119.1500015258789,284.82000732421875,5663.93994140625
149,102.83999633789062,116.63532257080078,117.30000305175781,298.260009765625,5659.91015625
150,108.12000274658203,122.98452758789062,118.45999908447266,318.3800048828125,5844.18994140625
151,112.45999908447266,129.9136505126953,128.10000610351562,334.07000732421875,5886.5498046875
152,117.72000122070312,135.32296752929688,130.17999267578125,347.67999267578125,5892.580078125
153,114.98999786376953,134.8130340576172,128.1199951171875,342.82000732421875,5916.93017578125
154,117.16999816894531,135.38296508789062,129.52000427246094,349.9800109863281,5958.3798828125
155,114.73999786376953,135.55294799804688,126.33000183105469,342.0899963378906,5963.60009765625
156,113.51000213623047,134.3630828857422,125.58999633789062,343.82000732421875,5940.4599609375
157,112.05999755859375,131.78341674804688,120.58000183105469,334.6199951171875,5844.60986328125
158,110.70999908447266,132.81329345703125,122.29000091552734,341.0400085449219,5842.009765625
159,110.30999755859375,131.2734832763672,123.30999755859375,339.3399963378906,5802.81982421875
160,114.55999755859375,135.48294067382812,123.38999938964844,362.8900146484375,5921.5400390625
161,112.86000061035156,134.7930450439453,123.76000213623047,356.8999938964844,5888.5498046875
162,113.02999877929688,139.17250061035156,122.31999969482422,358.42999267578125,5912.169921875
163,110.7300033569336,135.11300659179688,131.77999877929688,346.4599914550781,5911.68994140625
164,114.62999725341797,137.3627166748047,132.0399932861328,342.69000244140625,5935.93994140625
165,117.30999755859375,141.2022247314453,133.1699981689453,344.2699890136719,5970.3701171875
166,118.58000183105469,141.9021453857422,130.00999450683594,332.04998779296875,5970.81005859375
167,115.69000244140625,139.97239685058594,119.91000366210938,284.70001220703125,5939.2998046875
168,116.19000244140625,141.70216369628906,127.72000122070312,295.1400146484375,6000.35986328125
169,121.7300033569336,142.612060546875,132.05999755859375,308.5799865722656,6005.8798828125
170,123.23999786376953,143.94189453125,132.80999755859375,326.0899963378906,6038.81005859375
171,121.13999938964844,142.8219451904297,136.38999938964844,326.42999267578125,6022.240234375
172,118.5,144.9918212890625,135.19000244140625,319.1099853515625,6045.259765625
173,116.16000366210938,141.9619903564453,137.39999389648438,325.30999755859375,5976.97021484375
174,126.38999938964844,144.6818389892578,141.41000366210938,329.1300048828125,6033.10986328125
175,127.0999984741211,144.1118621826172,138.1999969482422,316.3500061035156,5982.72021484375
176,126.79000091552734,145.47178649902344,139.9600067138672,322.04998779296875,5980.8701171875
177,128.24000549316406,143.84188842773438,137.3000030517578,322.1600036621094,5967.83984375
178,129.5800018310547,144.161865234375,139.9199981689453,348.67999267578125,6025.169921875
179,138.42999267578125,147.8916473388672,143.22999572753906,340.4700012207031,6092.18017578125
180,143.39999389648438,154.30130004882812,142.89999389648438,327.54998779296875,6092.16015625
181,143.67999267578125,155.01126098632812,144.25,325.7799987792969,6141.02001953125
182,143.80999755859375,157.74110412597656,130.74000549316406,323.6300048828125,6173.06982421875
183,141.89999389648438,157.98109436035156,136.32000732421875,317.6600036621094,6204.9501953125
184,136.11000061035156,153.29136657714844,130.67999267578125,300.7099914550781,6198.009765625
185,138.52000427246094,157.2411346435547,132.1199951171875,315.6499938964844,6227.419921875
186,137.91000366210938,159.3310089111328,134.36000061035156,315.3500061035156,6279.35009765625
187,134.8000030517578,158.2310791015625,139.1199951171875,293.94000244140625,6229.97998046875
188,137.82000732421875,159.99098205566406,139.7100067138672,297.80999755859375,6225.52001953125
189,138.41000366210938,162.87081909179688,143.1300048828125,295.8800048828125,6263.259765625
190,144.16000366210938,164.09075927734375,142.5,309.8699951171875,6280.4599609375
191,146.4199981689453,164.91070556640625,142.10000610351562,313.510009765625,6259.75
192,146.24000549316406,164.06076049804688,149.14999389648438,316.8999938964844,6268.56005859375
193,155.61000061035156,170.69036865234375,148.5800018310547,310.7799987792969,6243.759765625
194,160.0800018310547,171.36033630371094,150.91000366210938,321.6700134277344,6263.7001953125
195,160.41000366210938,172.99024963378906,153.99000549316406,319.4100036621094,6297.35986328125
196,156.99000549316406,172.40028381347656,153.52000427246094,329.6499938964844,6296.7900390625
197,157.0,171.37034606933594,151.7899932861328,328.489990234375,6305.60009765625
198,154.72000122070312,167.0205841064453,149.07000732421875,332.1099853515625,6309.6201171875
199,158.64999389648438,170.77037048339844,154.6300048828125,332.55999755859375,6358.91015625
200,162.1199951171875,173.73020935058594,154.86000061035156,305.29998779296875,6363.35009765625
201,166.47000122070312,173.49021911621094,158.8000030517578,316.05999755859375,6388.64013671875
202,173.66000366210938,176.7400360107422,157.8800048828125,325.5899963378906,6389.77001953125
203,177.44000244140625,175.50009155273438,156.24000549316406,321.20001220703125,6370.85986328125
204,179.50999450683594,179.25990295410156,158.61000061035156,319.0400085449219,6362.89990234375
205,176.30999755859375,177.85997009277344,158.35000610351562,308.2699890136719,6339.39013671875
206,171.6999969482422,173.710205078125,154.27000427246094,302.6300048828125,6238.009765625
207,176.77999877929688,179.98985290527344,160.66000366210938,309.260009765625,6329.93994140625
208,174.30999755859375,178.24993896484375,173.27000427246094,308.7200012207031,6299.18994140625
209,163.1199951171875,179.40988159179688,179.5399932861328,319.9100036621094,6345.06005859375
210,172.39999389648438,180.7598114013672,182.1999969482422,322.2699890136719,6340.0
211,172.75999450683594,182.689697265625,186.9600067138672,329.6499938964844,6389.4501953125
212,172.27999877929688,182.0497283935547,182.67999267578125,339.0299987792969,6373.4501953125
213,174.9499969482422,183.14967346191406,186.97000122070312,340.8399963378906,6445.759765625
214,184.4199981689453,181.5797576904297,184.3699951171875,339.3800048828125,6466.580078125
215,180.9499969482422,182.00973510742188,181.02000427246094,335.5799865722656,6468.5400390625
216,177.50999450683594,180.4398193359375,177.1699981689453,330.55999755859375,6449.7998046875
217,176.13999938964844,181.99972534179688,174.02999877929688,335.1600036621094,6449.14990234375
218,166.5500030517578,175.63009643554688,157.75,329.30999755859375,6411.3701171875
219,165.1999969482422,175.39010620117188,156.00999450683594,323.8999938964844,6395.77978515625
220,163.7100067138672,174.97012329101562,156.17999267578125,320.1099853515625,6370.169921875
221,167.75999450683594,177.97996520996094,158.74000549316406,340.010009765625,6466.91015625
222,163.36000061035156,179.79986572265625,157.1699981689453,346.6000061035156,6439.31982421875
223,166.6199951171875,181.75975036621094,160.8699951171875,351.6700134277344,6465.93994140625
224,167.1300048828125,181.5897674560547,156.72000122070312,349.6000061035156,6481.39990234375
225,168.5800018310547,180.1598358154297,158.1199951171875,345.9800109863281,6501.85986328125
226,162.6300048828125,174.170166015625,156.7100067138672,333.8699951171875,6460.259765625
227,162.32000732421875,170.77037048339844,157.08999633789062,329.3599853515625,6415.5400390625
228,162.1300048828125,170.61038208007812,154.89999389648438,334.0899963378906,6448.259765625
229,161.7899932861328,171.65032958984375,156.13999938964844,338.5299987792969,6502.080078125
230,151.13999938964844,167.01058959960938,153.11000061035156,350.8399963378906,6481.5
231,151.41000366210938,168.30050659179688,156.10000610351562,346.3999938964844,6495.14990234375
232,155.82000732421875,170.7503662109375,162.36000061035156,346.9700012207031,6512.60986328125
233,159.5399932861328,177.32000732421875,166.74000549316406,347.7900085449219,6532.0400390625
234,155.6699981689453,177.1699981689453,164.36000061035156,368.80999755859375,6587.47021484375
235,158.57000732421875,177.82000732421875,171.42999267578125,395.94000244140625,6584.2900390625
236,161.16000366210938,177.75,171.2100067138672,410.0400085449219,6615.27978515625
237,160.4600067138672,174.8800048828125,170.25999450683594,421.6199951171875,6606.759765625
238,159.16000366210938,170.2899932861328,168.3300018310547,425.8599853515625,6600.35009765625
239,157.9199981689453,176.24000549316406,176.97000122070312,416.8500061035156,6631.9599609375
240,157.38999938964844,176.6699981689453,182.38999938964844,426.07000732421875,6664.35986328125
241,159.7899932861328,183.61000061035156,179.3300018310547,434.2099914550781,6693.75
242,160.89999389648438,178.42999267578125,182.5500030517578,425.8500061035156,6656.919921875
243,160.8800048828125,176.97000122070312,179.55999755859375,442.7900085449219,6637.97021484375
244,161.27000427246094,177.69000244140625,179.1199951171875,423.3900146484375,6604.72021484375
245,159.4600067138672,178.19000244140625,177.57000732421875,440.3999938964844,6643.7001953125
246,161.36000061035156,181.85000610351562,178.86000061035156,443.2099914550781,6661.2099609375
247,161.7899932861328,186.5800018310547,182.4199981689453,444.7200012207031,6688.4599609375
248,164.00999450683594,187.24000549316406,184.9499969482422,459.4599914550781,6711.2001953125
249,169.72999572753906,188.88999938964844,187.0500030517578,436.0,6715.35009765625
250,164.6699981689453,187.6199951171875,173.07000732421875,429.8299865722656,6715.7900390625
